N,backend_name,case,converged,convergence_factor,discretisation_order,err_thomas_vs_exact,err_vs_thomas,hhl_scale_c,hhl_trotter_steps,inner_calls,inner_failures,inner_max_s,inner_mean_s,inner_options,inner_total_s,kappa_row,level_kappas,level_shapes,linf_err,max_abs_err,max_rel_err,mean_strip_size,n_circuit_evals,n_jacobi_iters,n_levels,n_outer,notes,peak_E_field,peak_E_rel_err,qsvt_degree,qsvt_depth,rel_l2_err,residual,rms_err,s_per_strip_solve,scheme,solver,solves_per_digit,stop_reason,strip_solves,strip_solves_by_size,vqls_final_cost,wall_time_s,weighted_cost
128,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,True,0.21578649680112155,2,0.0013846783737707358,0.0,,,1744,0,0.0005130739882588387,0.00022628321245616012,{},0.39463792252354324,1.4998146823912772,"[1.4998, 1.4993, 1.4972, 1.4894, 1.4629, 1.3861]","[[128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.0013846783737707358,0.004153419222973298,0.005338219680590343,59.04587155963303,,1,6,1,,23556.54040677674,0.0017720745515822124,,,9.30052395915155e-06,2.7016160419085646e-05,0.0014005175173997283,0.0002573126525972722,fmg,Thomas,2618.714026697638,tol_met,1744,"{""4"": 336, ""8"": 96, ""16"": 160, ""32"": 256, ""64"": 384, ""128"": 512}",,0.4487532661296427,804.5
128,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,True,0.21578649683620305,2,0.0013846783737707358,1.4596701061283768e-10,,,1744,0,17.899164039175957,0.43427329843529017,"{""max_degree"": 500}",757.3726324711461,1.4998146823912772,"[1.4998, 1.4993, 1.4972, 1.4894, 1.4629, 1.3861]","[[128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.0013846785163077941,0.004153419650521073,0.005338220108421228,59.04587155963303,,1,6,1,,23556.540406760327,0.0017720744818994364,501,1003,9.300524018475446e-06,2.7016160424503644e-05,0.001400517526333005,0.43432236605974284,fmg,QSVT,2618.714026975269,tol_met,1744,"{""4"": 336, ""8"": 96, ""16"": 160, ""32"": 256, ""64"": 384, ""128"": 512}",,757.4582064081915,982.9125239683058
128,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,True,0.10942011957912193,2,0.00494050627428975,0.0,,,2832,0,0.00048827286809682846,0.00024972437549774444,{},0.7072194314096123,2.998814230996823,"[2.9988, 2.9953, 2.982, 2.933, 2.7725, 2.3586]","[[128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.00494050627428975,2.502518626379402e-06,0.004977546607761214,67.32203389830508,,3,6,3,,0.15904100328750942,0.005002044566657335,,,4.940484038366219e-05,2.7568815626698387e-05,1.2612160952890857e-06,0.0002787639043296524,fmg,Thomas,982.4094438279008,tol_met,2832,"{""4"": 432, ""8"": 128, ""16"": 224, ""32"": 384, ""64"": 640, ""128"": 1024}",,0.7894593770615757,1489.5
128,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,True,0.10942011952838492,2,0.00494050627428975,1.2321514587872593e-10,,,2832,0,17.983130547916517,0.4233599847552102,"{""max_degree"": 500}",1198.9554768267553,2.998814230996823,"[2.9988, 2.9953, 2.982, 2.933, 2.7725, 2.3586]","[[128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.004940506337989443,2.5025186586452586e-06,0.004977546725309229,67.32203389830508,,3,6,3,,0.15904100328760085,0.005002044624146559,501,1003,4.9404840374402516e-05,2.7568815588003733e-05,1.261216095052703e-06,0.42340678814157323,fmg,QSVT,982.4094436220157,tol_met,2832,"{""4"": 432, ""8"": 128, ""16"": 224, ""32"": 384, ""64"": 640, ""128"": 1024}",,1199.0880240169354,1755.9668125441824
128,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,True,0.10895780177458254,2,0.03725083247698321,0.0,,,2832,0,0.019393126014620066,0.0002676731354187343,{},0.7580503195058554,2.9988142309968238,"[2.9988, 2.9953, 2.982, 2.933, 2.7725, 2.3586]","[[128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.03725083247698321,0.10738300231963649,0.04044406440406847,67.32203389830508,,3,6,3,,111886.76785681293,0.0292487938845198,,,0.00016124790638373786,3.39503195278552e-05,0.023032652589890956,0.0003003471522423633,fmg,Thomas,980.5330257546381,tol_met,2832,"{""4"": 432, ""8"": 128, ""16"": 224, ""32"": 384, ""64"": 640, ""128"": 1024}",,0.850583135150373,1489.5
128,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,True,0.10895780131566589,2,0.03725083247698321,2.0539414014117123e-10,,,2832,0,17.82699377485551,0.425407644955173,"{""max_degree"": 500}",1204.75445051305,2.9988142309968238,"[2.9988, 2.9953, 2.982, 2.933, 2.7725, 2.3586]","[[128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.03725083263205191,0.10738300276665314,0.04044406457295242,67.32203389830508,,3,6,3,,111886.76785674285,0.029248793821864922,501,1003,0.00016124790680522585,3.395031909845451e-05,0.023032652650096304,0.42545384605478304,fmg,QSVT,980.5330238916406,tol_met,2832,"{""4"": 432, ""8"": 128, ""16"": 224, ""32"": 384, ""64"": 640, ""128"": 1024}",,1204.8852920271456,1755.9668125441824
128,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,True,0.10942011957912193,2,0.00494050627428975,0.0,,,2832,0,0.009073720080778003,0.00026101271263757815,{},0.7391880021896213,2.998814230996823,"[2.9988, 2.9953, 2.982, 2.933, 2.7725, 2.3586]","[[128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.00494050627428975,2.502518626379402e-06,0.0049775466077439925,67.32203389830508,,3,6,3,,0.15904100328750942,0.005002044566657335,,,4.940484038369185e-05,2.7568815626698387e-05,1.2612160952898425e-06,0.00029092754911839183,fmg,Thomas,982.4094438279008,tol_met,2832,"{""4"": 432, ""8"": 128, ""16"": 224, ""32"": 384, ""64"": 640, ""128"": 1024}",,0.8239068191032857,1489.5
128,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,True,0.10942011952838492,2,0.00494050627428975,1.2321514587872593e-10,,,2832,0,17.916797646088526,0.429251950951987,"{""max_degree"": 500}",1215.6415250960272,2.998814230996823,"[2.9988, 2.9953, 2.982, 2.933, 2.7725, 2.3586]","[[128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.004940506337989443,2.5025186586452586e-06,0.004977546725292007,67.32203389830508,,3,6,3,,0.15904100328760085,0.005002044624146559,501,1003,4.9404840374432176e-05,2.7568815588003733e-05,1.2612160950534598e-06,0.42929980474960594,fmg,QSVT,982.4094436220157,tol_met,2832,"{""4"": 432, ""8"": 128, ""16"": 224, ""32"": 384, ""64"": 640, ""128"": 1024}",,1215.777047050884,1755.9668125441824
128,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,True,0.2142111353226225,2,0.005001729551833424,0.0,,,3376,0,0.019453367916867137,0.0004266427562409853,{},1.4403459450695664,1.4998146823912772,"[1.4998, 1.4993, 1.4972, 1.4894, 1.4629, 1.3861]","[[128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.005001729551833424,0.0010001975940028274,0.005219541921570762,69.45971563981043,,4,6,4,,3139.348195748729,0.0051526373282792266,,,4.939149317139532e-05,7.684866254979187e-05,0.0004977736421179685,0.0004937725139023754,fmg,Thomas,1261.286653097509,tol_met,3376,"{""4"": 480, ""8"": 144, ""16"": 256, ""32"": 448, ""64"": 768, ""128"": 1280}",,1.6669760069344193,1832.0
128,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,True,0.21421113560066352,2,0.005001729551833424,1.7419778572527213e-10,,,3376,0,25.137137843994424,0.42717976686219195,"{""max_degree"": 500}",1442.15889292676,1.4998146823912772,"[1.4998, 1.4993, 1.4972, 1.4894, 1.4629, 1.3861]","[[128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.0050017294660048995,0.0010001975768396676,0.005219542020543052,69.45971563981043,,4,6,4,,3139.348195746033,0.005152637242405311,501,1003,4.939149316595184e-05,7.684866294943348e-05,0.0004977736420631085,0.42722782073190746,fmg,QSVT,1261.2866541600272,tol_met,3376,"{""4"": 480, ""8"": 144, ""16"": 256, ""32"": 448, ""64"": 768, ""128"": 1280}",,1442.3211227909196,2142.4939568321206
256,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,True,,2,0.0020481278270027656,0.0,,,2256,0,0.0009649170096963644,0.0003772388468950604,{},0.8510508385952562,1.4999533050407665,"[1.5, 1.4998, 1.4993, 1.4972, 1.4894, 1.4629, 1.3861]","[[256, 256], [128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.0020481278270027656,0.006144153947332143,0.014385331690315684,103.74468085106383,,0,7,0,,23560.44679700727,0.00013216763136620865,,,1.210925781561915e-05,4.646954053899741e-05,0.0018199328487321902,0.0004073134459371857,fmg,Thomas,,tol_met,2256,"{""4"": 336, ""8"": 96, ""16"": 160, ""32"": 256, ""64"": 384, ""128"": 512, ""256"": 512}",,0.9188991340342909,914.25
256,aer_simulator_statevector (CPU),2D_HET_MMS_SPT100,True,,2,0.0020481278270027656,2.051272131664405e-10,,,2256,0,26.322359956102446,0.516322281721138,"{""max_degree"": 500}",1164.8230675628874,1.4999533050407665,"[1.5, 1.4998, 1.4993, 1.4972, 1.4894, 1.4629, 1.3861]","[[256, 256], [128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.002048127839887755,0.0061441539859856675,0.014385331763644716,103.74468085106383,,0,7,0,,23560.446797018514,0.0001321675836380067,501,1003,1.21092575800344e-05,4.6469540545296964e-05,0.0018199328133255259,0.5163751025868915,fmg,QSVT,,tol_met,2256,"{""4"": 336, ""8"": 96, ""16"": 160, ""32"": 256, ""64"": 384, ""128"": 512, ""256"": 512}",,1164.9422314360272,1160.4804254869657
256,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,True,0.10955965211478255,2,0.0012446900260620506,0.0,,,5424,0,0.003389564109966159,0.0004973887369911678,{},2.6978365094400942,2.9997011690055886,"[2.9997, 2.9988, 2.9953, 2.982, 2.933, 2.7725, 2.3586]","[[256, 256], [128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.0012446900260620506,6.305437776493727e-07,0.0012548466582446595,139.89380530973452,,3,7,3,,0.1591262303245064,0.0012594758697152086,,,1.2447374343337769e-05,2.8146968760751196e-05,3.165272991586975e-07,0.0005278102547901471,fmg,Thomas,1882.6482152267365,tol_met,5424,"{""4"": 480, ""8"": 144, ""16"": 256, ""32"": 448, ""64"": 768, ""128"": 1280, ""256"": 2048}",,2.862842821981758,2964.0
256,aer_simulator_statevector (CPU),2D_Poisson_sin_hom,True,0.10955965213116842,2,0.0012446900260620506,2.1048439236812976e-10,,,5424,0,23.51896276907064,0.5473434723217238,"{""max_degree"": 500}",2968.79099387303,2.9997011690055886,"[2.9997, 2.9988, 2.9953, 2.982, 2.933, 2.7725, 2.3586]","[[256, 256], [128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.0012446898208896063,6.30543673711681e-07,0.0012548467493384355,139.89380530973452,,3,7,3,,0.15912623032421744,0.0012594756881191657,501,1003,1.2447374342256667e-05,2.8146968771760323e-05,3.1652729913120587e-07,0.5473947489664118,fmg,QSVT,1882.6482153540699,tol_met,5424,"{""4"": 480, ""8"": 144, ""16"": 256, ""32"": 448, ""64"": 768, ""128"": 1280, ""256"": 2048}",,2969.069118393818,3461.5188624115513
256,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,True,0.10967769181310594,2,1.4369534643522566,0.0,,,5424,0,0.020836757961660624,0.0005580247424911724,{},3.026726203272119,2.9997011690055895,"[2.9997, 2.9988, 2.9953, 2.982, 2.933, 2.7725, 2.3586]","[[256, 256], [128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",1.4369534643522566,4.141522753936735,0.03142047815164454,139.89380530973452,,3,7,3,,111902.75476882812,47.40755564527389,,,0.0022570143082426873,3.529785890693881e-05,0.32114149195836217,0.000593232758450363,fmg,Thomas,1883.5654475983376,tol_met,5424,"{""4"": 480, ""8"": 144, ""16"": 256, ""32"": 448, ""64"": 768, ""128"": 1280, ""256"": 2048}",,3.2176944818347692,2964.0
256,aer_simulator_statevector (CPU),2D_Poisson_TwoGaussian_PlasmaNet,True,0.10967769173872002,2,1.4369534643522566,2.5649383511532824e-10,,,5424,0,16.14464327902533,0.5515123786538486,"{""max_degree"": 500}",2991.403141818475,2.9997011690055895,"[2.9997, 2.9988, 2.9953, 2.982, 2.933, 2.7725, 2.3586]","[[256, 256], [128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",1.4369534643317017,4.141522753877493,0.03142047731891729,139.89380530973452,,3,7,3,,111902.75476914353,47.40755564512565,501,1003,0.0022570143082347124,3.529785883460195e-05,0.32114149195722735,0.5515649623191105,fmg,QSVT,1883.5654470203485,tol_met,5424,"{""4"": 480, ""8"": 144, ""16"": 256, ""32"": 448, ""64"": 768, ""128"": 1280, ""256"": 2048}",,2991.688355618855,3461.5188624115513
256,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,True,0.10955965211478255,2,0.0012446900260620506,0.0,,,5424,0,0.01427211589179933,0.0005876454090284717,{},3.1873886985704303,2.9997011690055886,"[2.9997, 2.9988, 2.9953, 2.982, 2.933, 2.7725, 2.3586]","[[256, 256], [128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.0012446900260620506,6.305437776493727e-07,0.0012548466582446595,139.89380530973452,,3,7,3,,0.1591262303245064,0.0012594758697152086,,,1.244737434336581e-05,2.8146968760751196e-05,3.165272991594104e-07,0.0006250530914633581,fmg,Thomas,1882.6482152267365,tol_met,5424,"{""4"": 480, ""8"": 144, ""16"": 256, ""32"": 448, ""64"": 768, ""128"": 1280, ""256"": 2048}",,3.3902879680972546,2964.0
256,aer_simulator_statevector (CPU),2D_Poisson_SingleMode_n1m1,True,0.10955965213116842,2,0.0012446900260620506,2.1048439236812976e-10,,,5424,0,19.314056572970003,0.552363766493464,"{""max_degree"": 500}",2996.0210694605485,2.9997011690055886,"[2.9997, 2.9988, 2.9953, 2.982, 2.933, 2.7725, 2.3586]","[[256, 256], [128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.0012446898208896063,6.30543673711681e-07,0.0012548467493384355,139.89380530973452,,3,7,3,,0.15912623032421744,0.0012594756881191657,501,1003,1.2447374342284707e-05,2.8146968771760323e-05,3.1652729913191886e-07,0.5524161729172139,fmg,QSVT,1882.6482153540699,tol_met,5424,"{""4"": 480, ""8"": 144, ""16"": 256, ""32"": 448, ""64"": 768, ""128"": 1280, ""256"": 2048}",,2996.305321902968,3461.5188624115513
256,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,True,0.21410838141650756,2,0.0012722701520856202,0.0,,,6480,0,0.001049719052389264,0.0005313894185410054,{},3.4434034321457148,1.4999533050407665,"[1.5, 1.4998, 1.4993, 1.4972, 1.4894, 1.4629, 1.3861]","[[256, 256], [128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.0012722701520856202,0.00025444452486311775,0.0013788673264433456,144.0888888888889,,4,7,4,,3141.0286365046486,0.0013472445623009719,,,1.2441530563362433e-05,7.806578783325997e-05,0.00012490130292125572,0.0005625433786872798,fmg,Thomas,2420.199408702079,tol_met,6480,"{""4"": 528, ""8"": 160, ""16"": 288, ""32"": 512, ""64"": 896, ""128"": 1536, ""256"": 2560}",,3.6452810938935727,3647.25
256,aer_simulator_statevector (CPU),2D_HET_Sin_MeetingReport,True,0.2141083832539643,2,0.0012722701520856202,3.0261872430764377e-10,,,6480,0,27.183316418901086,0.5257282760526402,"{""max_degree"": 500}",3406.719228821108,1.4999533050407665,"[1.5, 1.4998, 1.4993, 1.4972, 1.4894, 1.4629, 1.3861]","[[256, 256], [128, 128], [64, 64], [32, 32], [16, 16], [8, 8], [4, 4]]",0.0012722702417061705,0.00025444454278655826,0.0013788676732629367,144.0888888888889,,4,7,4,,3141.0286365074417,0.001347244651223939,501,1003,1.2441530578258151e-05,7.80657905160612e-05,0.0001249013030707947,0.5257767144154059,fmg,QSVT,2420.199422177894,tol_met,6480,"{""4"": 528, ""8"": 160, ""16"": 288, ""32"": 512, ""64"": 896, ""128"": 1536, ""256"": 2560}",,3407.03310941183,4228.531674719747
64,,2D_HET_MMS_SPT100,,,2,,0.3911,,,393,,,,,,,,,0.3914652069835445,1.1737099071034436,2.5487172372831663,,,,,0,"recovered_from_npz,log_scraped",,,,,0.003382049700075559,,0.511255432491843,,,HHL,,unknown,,,,,41.0
64,,2D_HET_MMS_SPT100,,,2,,0.0,,,944,,,,,,,,,0.004684990226818318,0.014046764171638415,0.011741337017206293,,,,,1,"recovered_from_npz,log_scraped",,,,,3.465751268109526e-05,,0.0052390837528109154,,,QSVT,,unknown,,,,,516.0
64,,2D_HET_MMS_SPT100,,,2,,0.0,,,944,,,,,,,,,0.004684990193166313,0.014046764070741347,0.011741336670980757,,,,,1,"recovered_from_npz,log_scraped",,,,,3.465751258315336e-05,,0.0052390837380053,,,Thomas,,unknown,,,,,412.0
64,,2D_HET_MMS_SPT100,,,2,,54.3198,,,685,,,,,,,,,54.3205033629514,162.8663590494315,1156.4992192538125,,,,,1,"recovered_from_npz,log_scraped",,,,,0.24162598517823367,,36.52595570987784,,,VQLS,,unknown,,,,,236.0
32,,2D_HET_Sin_MeetingReport,,,2,,0.2673,,,1808,,,,,,,,,0.29563151143303984,0.058992438049247475,1.6951942430993696,,,,,9,"recovered_from_npz,log_scraped",,,,,0.0022584626982989076,,0.023290396576207482,,,HHL,,unknown,,,,,721.0
64,,2D_HET_Sin_MeetingReport,,,2,,0.5769,,,393,,,,,,,,,0.5576290572574232,0.11146069302642658,2.2849312004006217,,,,,0,"recovered_from_npz,log_scraped",,,,,0.004084457050458484,,0.04148276691871898,,,HHL,,unknown,,,,,41.0
32,,2D_HET_Sin_MeetingReport,,,2,,0.0,,,1008,,,,,,,,,0.07578977262242362,0.015123636328624457,0.0764597729211054,,,,,4,"recovered_from_npz,log_scraped",,,,,0.0007553272176157697,,0.007789311931662624,,,QSVT,,unknown,,,,,606.0
64,,2D_HET_Sin_MeetingReport,,,2,,0.0,,,1808,,,,,,,,,0.019591966972900186,0.003916105497246747,0.020063952030699203,,,,,4,"recovered_from_npz,log_scraped",,,,,0.0001945889129618755,,0.001976293647269048,,,QSVT,,unknown,,,,,1109.0
32,,2D_HET_Sin_MeetingReport,,,2,,0.0,,,1008,,,,,,,,,0.0757897726159608,0.015123636327334822,0.07645977287781222,,,,,4,"recovered_from_npz,log_scraped",,,,,0.0007553272176165583,,0.007789311931670758,,,Thomas,,unknown,,,,,492.0
64,,2D_HET_Sin_MeetingReport,,,2,,0.0,,,1808,,,,,,,,,0.019591966930278263,0.0039161054887273394,0.020063951726944963,,,,,4,"recovered_from_npz,log_scraped",,,,,0.00019458891296478227,,0.00197629364729857,,,Thomas,,unknown,,,,,931.0
32,,2D_HET_Sin_MeetingReport,,,2,,20.1846,,,998,,,,,,,,,22.06723536407276,4.403454857781903,260.4342905867119,,,,,4,"recovered_from_npz,log_scraped",,,,,0.08076465710961901,,0.832885526442946,,,VQLS,,unknown,,,,,434.0
64,,2D_HET_Sin_MeetingReport,,,2,,52.9285,,,690,,,,,,,,,52.94167527124867,10.582152667466387,1101.0703136273894,,,,,1,"recovered_from_npz,log_scraped",,,,,0.22433490379524726,,2.27840136667048,,,VQLS,,unknown,,,,,241.0
64,,2D_Poisson_SingleMode_n1m1,,,2,,0.4049,,,376,,,,,,,,,0.3858174317569775,0.000195343269327089,1.3684970345492022,,,,,0,"recovered_from_npz,log_scraped",,,,,0.003069936775787212,,7.897744456618616e-05,,,HHL,,unknown,,,,,24.0
64,,2D_Poisson_SingleMode_n1m1,,,2,,0.0,,,1520,,,,,,,,,0.019463305267135925,9.854468382829162e-06,0.019576807999674505,,,,,3,"recovered_from_npz,log_scraped",,,,,0.00019460604246899016,,5.006450964254272e-06,,,QSVT,,unknown,,,,,912.0
64,,2D_Poisson_SingleMode_n1m1,,,2,,0.0,,,1520,,,,,,,,,0.019463305224746888,9.854468361367164e-06,0.019576808040385016,,,,,3,"recovered_from_npz,log_scraped",,,,,0.00019460604246297086,,5.0064509640994195e-06,,,Thomas,,unknown,,,,,758.0
64,,2D_Poisson_SingleMode_n1m1,,,2,,54.8197,,,655,,,,,,,,,54.81099778475481,0.02775136274583374,1028.9295150787086,,,,,0,"recovered_from_npz,log_scraped",,,,,0.2855806916511317,,0.007346872229401798,,,VQLS,,unknown,,,,,206.0
64,,2D_Poisson_sin_hom,,,2,,0.4049,,,378,,,,,,,,,0.3858174317569775,0.000195343269327089,1.374675130356545,,,,,0,"recovered_from_npz,log_scraped",,,,,0.003074734919920785,,7.91008820145788e-05,,,HHL,,unknown,,,,,26.0
64,,2D_Poisson_sin_hom,,,2,,0.0,,,1520,,,,,,,,,0.019463305267135925,9.854468382829162e-06,0.019576807999674505,,,,,3,"recovered_from_npz,log_scraped",,,,,0.00019460604246896842,,5.006450964253714e-06,,,QSVT,,unknown,,,,,912.0
64,,2D_Poisson_sin_hom,,,2,,0.0,,,1520,,,,,,,,,0.019463305224746888,9.854468361367164e-06,0.019576808040385016,,,,,3,"recovered_from_npz,log_scraped",,,,,0.00019460604246294915,,5.006450964098861e-06,,,Thomas,,unknown,,,,,758.0
64,,2D_Poisson_sin_hom,,,2,,54.8197,,,658,,,,,,,,,54.81099778475481,0.02775136274583374,1028.9295150787086,,,,,1,"recovered_from_npz,log_scraped",,,,,0.28558509520471725,,0.007346985515581481,,,VQLS,,unknown,,,,,209.0
64,,2D_Poisson_TwoGaussian_PlasmaNet,,,2,,5.658,,,376,,,,,,,,,5.571422644835622,16.04565339591076,39.59641322396372,,,,,0,"recovered_from_npz,log_scraped",,,,,0.05120323464804832,,7.370565834393532,,,HHL,,unknown,,,,,24.0
64,,2D_Poisson_TwoGaussian_PlasmaNet,,,2,,0.0,,,1520,,,,,,,,,0.09373817499401925,0.269965206698771,0.10018570926077582,,,,,3,"recovered_from_npz,log_scraped",,,,,0.00043779167292048153,,0.06301891607413677,,,QSVT,,unknown,,,,,912.0
64,,2D_Poisson_TwoGaussian_PlasmaNet,,,2,,0.0,,,1520,,,,,,,,,0.09373817496601194,0.2699652066181102,0.10018570922757848,,,,,3,"recovered_from_npz,log_scraped",,,,,0.0004377916729282297,,0.0630189160752521,,,Thomas,,unknown,,,,,758.0
64,,2D_Poisson_TwoGaussian_PlasmaNet,,,2,,48.3584,,,659,,,,,,,,,48.3914360171128,139.36695511347142,1292.6102343186633,,,,,1,"recovered_from_npz,log_scraped",,,,,0.3125859645542227,,44.995896186846075,,,VQLS,,unknown,,,,,210.0
