solver,N,z_mm,r_mm,phi
Thomas,32,2.4242424242424243,15.151515151515154,21.10666227297588
Thomas,32,2.4242424242424243,15.757575757575761,18.574192903423445
Thomas,32,2.4242424242424243,16.363636363636363,15.999628987486018
Thomas,32,2.4242424242424243,16.969696969696972,13.388805005321535
Thomas,32,2.4242424242424243,17.575757575757578,10.747638187752381
Thomas,32,2.4242424242424243,18.181818181818183,8.082113935739478
Thomas,32,2.4242424242424243,18.787878787878793,5.3982733291106095
Thomas,32,2.4242424242424243,19.393939393939398,2.7021986090931343
Thomas,32,3.6363636363636362,0.6060606060606062,84.42601988519918
Thomas,32,3.6363636363636362,1.2121212121212124,84.14084481567721
Thomas,32,3.6363636363636362,1.8181818181818186,83.66489631289802
Thomas,32,3.6363636363636362,2.4242424242424248,82.99926295897343
Thomas,32,3.6363636363636362,3.0303030303030307,82.14546169374634
Thomas,32,3.6363636363636362,3.636363636363637,81.10543531830933
Thomas,32,3.6363636363636362,4.242424242424243,79.88154838153638
Thomas,32,3.6363636363636362,4.8484848484848495,78.47658057514903
Thomas,32,3.6363636363636362,5.454545454545456,76.8937222125261
Thomas,32,3.6363636363636362,6.060606060606061,75.13656513385985
Thomas,32,3.6363636363636362,6.666666666666668,73.20909684968706
Thomas,32,3.6363636363636362,7.272727272727274,71.11568929703724
Thomas,32,3.6363636363636362,7.878787878787881,68.86109087693052
Thomas,32,3.6363636363636362,8.484848484848486,66.45041421688795
Thomas,32,3.6363636363636362,9.090909090909092,63.889125814258435
Thomas,32,3.6363636363636362,9.696969696969699,61.1830328534802
Thomas,32,3.6363636363636362,10.303030303030305,58.33827048695713
Thomas,32,3.6363636363636362,10.909090909090912,55.36128788711926
Thomas,32,3.6363636363636362,11.515151515151516,52.25883338361892
Thomas,32,3.6363636363636362,12.121212121212123,49.03793982718748
Thomas,32,3.6363636363636362,12.72727272727273,45.705907837779975
Thomas,32,3.6363636363636362,13.333333333333336,42.27029012671107
Thomas,32,3.6363636363636362,13.939393939393943,38.738873607755316
Thomas,32,3.6363636363636362,14.545454545454549,35.11966229630147
Thomas,32,3.6363636363636362,15.151515151515154,31.420858961540432
Thomas,32,3.6363636363636362,15.757575757575761,27.65084640793011
Thomas,32,3.6363636363636362,16.363636363636363,23.8181691279418
Thomas,32,3.6363636363636362,16.969696969696972,19.93151293795175
Thomas,32,3.6363636363636362,17.575757575757578,15.999686463271134
Thomas,32,3.6363636363636362,18.181818181818183,12.031600175855242
Thomas,32,3.6363636363636362,18.787878787878793,8.036247120888293
Thomas,32,3.6363636363636362,19.393939393939398,4.022681775579797
Thomas,32,4.848484848484849,0.6060606060606062,111.37506357996718
Thomas,32,4.848484848484849,1.2121212121212124,110.9988571448838
Thomas,32,4.848484848484849,1.8181818181818186,110.37098395577326
Thomas,32,4.848484848484849,2.4242424242424248,109.49288064976574
Thomas,32,4.848484848484849,3.0303030303030307,108.36654734351134
Thomas,32,4.848484848484849,3.636363636363637,106.99454650713416
Thomas,32,4.848484848484849,4.242424242424243,105.37999618298579
Thomas,32,4.848484848484849,4.8484848484848495,103.52656319082956
Thomas,32,4.848484848484849,5.454545454545456,101.43845544263354
Thomas,32,4.848484848484849,6.060606060606061,99.12041147489677
Thomas,32,4.848484848484849,6.666666666666668,96.57769129578708
Thomas,32,4.848484848484849,7.272727272727274,93.81606265246744
Thomas,32,4.848484848484849,7.878787878787881,90.84178960873065
Thomas,32,4.848484848484849,8.484848484848486,87.66161703095118
Thomas,32,4.848484848484849,9.090909090909092,84.28275642217744
Thomas,32,4.848484848484849,9.696969696969699,80.71286885383653
Thomas,32,4.848484848484849,10.303030303030305,76.96004795670623
Thomas,32,4.848484848484849,10.909090909090912,73.032801657237
Thomas,32,4.848484848484849,11.515151515151516,68.9400324462572
Thomas,32,4.848484848484849,12.121212121212123,64.69101815132734
Thomas,32,4.848484848484849,12.72727272727273,60.29538971529621
Thomas,32,4.848484848484849,13.333333333333336,55.76311069560716
Thomas,32,4.848484848484849,13.939393939393943,51.10445349996591
Thomas,32,4.848484848484849,14.545454545454549,46.32997716211765
